student_id,name,grade,section,gender,aspiration,liked_subjects,disliked_subjects,psychometric_score,performance,career_suggestions,progress,assigned_teacher_id,parent_id,risk_flag
S0591,Diana Brown,12,10,Female,"['Teacher', 'Scientist']","['Computer Science', 'History']","['Math', 'Science', 'English', 'Social Science', 'Economics']",86,"{'Math': 96, 'Science': 97, 'English': 67, 'Social Science': 59, 'Computer Science': 92, 'Economics': 64, 'History': 61}","['Artist', 'Lawyer', 'Data Scientist', 'Pilot', 'Writer']",0.28,T026,P0591,At Risk
S0592,David Johnson,12,6,Female,"['Teacher', 'Pilot', 'Artist']",['Math'],"['Science', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",70,"{'Math': 69, 'Science': 68, 'English': 60, 'Social Science': 94, 'Computer Science': 64, 'Economics': 64, 'History': 65}","['Doctor', 'Entrepreneur', 'Engineer', 'Teacher', 'Pilot']",0.6,T015,P0592,Normal
S0593,Keith Oliver,12,8,Female,"['Writer', 'Engineer']",['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",93,"{'Math': 80, 'Science': 79, 'English': 79, 'Social Science': 100, 'Computer Science': 85, 'Economics': 77, 'History': 74}","['Writer', 'Entrepreneur', 'Engineer', 'Lawyer', 'Pilot']",0.95,T021,P0593,Normal
S0594,James Hampton,11,3,Female,"['Pilot', 'Teacher', 'Lawyer']","['Math', 'Computer Science', 'Social Science']","['Science', 'Economics', 'History', 'English']",62,"{'Math': 96, 'Science': 77, 'English': 66, 'Social Science': 56, 'Computer Science': 78, 'Economics': 84, 'History': 97}","['Scientist', 'Artist', 'Writer', 'Pilot', 'Data Scientist']",0.34,T024,P0594,At Risk
S0595,Mark Huang,9,4,Female,"['Writer', 'Artist']",['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",78,"{'Math': 74, 'Science': 76, 'English': 61, 'Social Science': 78, 'Computer Science': 71, 'Economics': 87, 'History': 55}","['Lawyer', 'Doctor', 'Teacher', 'Entrepreneur', 'Artist']",0.51,T023,P0595,Normal
S0596,Terry Atkinson,11,5,Male,"['Doctor', 'Pilot', 'Writer']","['Science', 'Social Science']","['Math', 'English', 'Computer Science', 'Economics', 'History']",97,"{'Math': 96, 'Science': 89, 'English': 61, 'Social Science': 57, 'Computer Science': 78, 'Economics': 56, 'History': 94}","['Data Scientist', 'Teacher', 'Writer', 'Doctor', 'Artist']",0.86,T004,P0596,Normal
S0597,Andrea Hunt,9,8,Male,"['Engineer', 'Writer']","['History', 'Science']","['Math', 'English', 'Social Science', 'Computer Science', 'Economics']",50,"{'Math': 96, 'Science': 94, 'English': 56, 'Social Science': 76, 'Computer Science': 98, 'Economics': 75, 'History': 100}","['Teacher', 'Entrepreneur', 'Doctor', 'Writer', 'Artist']",0.53,T022,P0597,Normal
S0598,Donna Salinas,9,2,Male,"['Data Scientist', 'Lawyer', 'Engineer']",['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",51,"{'Math': 57, 'Science': 72, 'English': 93, 'Social Science': 67, 'Computer Science': 99, 'Economics': 87, 'History': 81}","['Doctor', 'Lawyer', 'Writer', 'Pilot', 'Data Scientist']",0.29,T015,P0598,At Risk
S0599,Jeffrey King,9,10,Female,['Engineer'],['Science'],"['Math', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",90,"{'Math': 60, 'Science': 66, 'English': 75, 'Social Science': 92, 'Computer Science': 95, 'Economics': 56, 'History': 65}","['Doctor', 'Artist', 'Entrepreneur', 'Writer', 'Teacher']",0.89,T008,P0599,Normal
S0600,Michael Moore,11,4,Male,"['Doctor', 'Scientist']","['English', 'Science', 'History']","['Economics', 'Social Science', 'Math', 'Computer Science']",96,"{'Math': 63, 'Science': 91, 'English': 75, 'Social Science': 81, 'Computer Science': 69, 'Economics': 67, 'History': 72}","['Artist', 'Data Scientist', 'Lawyer', 'Writer', 'Entrepreneur']",0.55,T003,P0600,Normal
S0601,Lori Sherman,12,6,Female,"['Writer', 'Pilot']","['Economics', 'Science', 'Math']","['Social Science', 'History', 'Computer Science', 'English']",67,"{'Math': 92, 'Science': 79, 'English': 64, 'Social Science': 89, 'Computer Science': 91, 'Economics': 68, 'History': 99}","['Entrepreneur', 'Lawyer', 'Artist', 'Data Scientist', 'Teacher']",0.97,T018,P0601,Normal
S0602,Penny Turner,11,2,Male,"['Artist', 'Pilot']","['Math', 'History']","['Science', 'English', 'Social Science', 'Computer Science', 'Economics']",77,"{'Math': 88, 'Science': 97, 'English': 95, 'Social Science': 66, 'Computer Science': 85, 'Economics': 63, 'History': 84}","['Entrepreneur', 'Teacher', 'Scientist', 'Writer', 'Lawyer']",0.91,T011,P0602,Normal
S0603,Denise Rosales,9,6,Male,['Scientist'],"['English', 'History']","['Math', 'Science', 'Social Science', 'Computer Science', 'Economics']",74,"{'Math': 96, 'Science': 61, 'English': 66, 'Social Science': 77, 'Computer Science': 74, 'Economics': 65, 'History': 84}","['Data Scientist', 'Doctor', 'Pilot', 'Scientist', 'Lawyer']",0.56,T019,P0603,Normal
S0604,Virginia Martin,12,7,Female,['Lawyer'],"['English', 'Computer Science', 'History']","['Economics', 'Social Science', 'Math', 'Science']",46,"{'Math': 85, 'Science': 98, 'English': 80, 'Social Science': 74, 'Computer Science': 57, 'Economics': 69, 'History': 87}","['Scientist', 'Teacher', 'Lawyer', 'Pilot', 'Artist']",0.67,T006,P0604,At Risk
S0605,Drew White,10,5,Male,"['Data Scientist', 'Teacher', 'Entrepreneur']",['Math'],"['Science', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",40,"{'Math': 74, 'Science': 64, 'English': 77, 'Social Science': 84, 'Computer Science': 80, 'Economics': 65, 'History': 84}","['Data Scientist', 'Artist', 'Teacher', 'Pilot', 'Scientist']",0.26,T008,P0605,At Risk
S0606,Cody Rivera,10,7,Male,"['Artist', 'Data Scientist', 'Entrepreneur']",['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",84,"{'Math': 65, 'Science': 77, 'English': 61, 'Social Science': 85, 'Computer Science': 90, 'Economics': 98, 'History': 80}","['Artist', 'Pilot', 'Scientist', 'Writer', 'Teacher']",0.76,T025,P0606,Normal
S0607,Steven Parks,9,7,Male,"['Data Scientist', 'Scientist']","['English', 'Economics']","['Math', 'Science', 'Social Science', 'Computer Science', 'History']",82,"{'Math': 82, 'Science': 93, 'English': 80, 'Social Science': 89, 'Computer Science': 59, 'Economics': 77, 'History': 86}","['Teacher', 'Doctor', 'Artist', 'Lawyer', 'Engineer']",0.81,T012,P0607,Normal
S0608,Maurice Gill,11,6,Male,"['Teacher', 'Scientist', 'Engineer']","['Science', 'History', 'Social Science']","['Economics', 'Math', 'Computer Science', 'English']",64,"{'Math': 67, 'Science': 57, 'English': 68, 'Social Science': 74, 'Computer Science': 82, 'Economics': 60, 'History': 76}","['Data Scientist', 'Scientist', 'Teacher', 'Pilot', 'Writer']",0.51,T027,P0608,Normal
S0609,Lindsay Marsh,12,1,Female,"['Data Scientist', 'Teacher']","['Economics', 'Computer Science']","['Math', 'Science', 'English', 'Social Science', 'History']",95,"{'Math': 61, 'Science': 84, 'English': 60, 'Social Science': 77, 'Computer Science': 98, 'Economics': 61, 'History': 96}","['Scientist', 'Doctor', 'Data Scientist', 'Pilot', 'Engineer']",0.65,T013,P0609,Normal
S0610,Charles Robertson,12,1,Female,"['Scientist', 'Teacher', 'Doctor']","['Social Science', 'English']","['Math', 'Science', 'Computer Science', 'Economics', 'History']",85,"{'Math': 95, 'Science': 62, 'English': 93, 'Social Science': 83, 'Computer Science': 87, 'Economics': 78, 'History': 85}","['Entrepreneur', 'Writer', 'Teacher', 'Doctor', 'Engineer']",0.97,T018,P0610,Normal
S0611,Lisa Smith,12,2,Male,['Entrepreneur'],"['Computer Science', 'English', 'Science']","['Economics', 'Social Science', 'Math', 'History']",42,"{'Math': 87, 'Science': 94, 'English': 84, 'Social Science': 82, 'Computer Science': 58, 'Economics': 84, 'History': 73}","['Engineer', 'Pilot', 'Writer', 'Data Scientist', 'Doctor']",0.9,T022,P0611,At Risk
S0612,Barbara Cook,11,5,Female,"['Lawyer', 'Doctor']","['English', 'Science', 'History']","['Economics', 'Social Science', 'Math', 'Computer Science']",42,"{'Math': 77, 'Science': 81, 'English': 56, 'Social Science': 83, 'Computer Science': 75, 'Economics': 74, 'History': 95}","['Teacher', 'Engineer', 'Entrepreneur', 'Pilot', 'Doctor']",0.62,T013,P0612,At Risk
S0613,Jeffery Bryan,10,3,Male,"['Engineer', 'Data Scientist', 'Writer']","['Social Science', 'History', 'English']","['Economics', 'Math', 'Computer Science', 'Science']",69,"{'Math': 77, 'Science': 84, 'English': 99, 'Social Science': 94, 'Computer Science': 70, 'Economics': 88, 'History': 91}","['Doctor', 'Engineer', 'Entrepreneur', 'Data Scientist', 'Teacher']",0.32,T024,P0613,At Risk
S0614,John Maxwell,9,7,Male,"['Lawyer', 'Scientist']","['Math', 'Science']","['English', 'Social Science', 'Computer Science', 'Economics', 'History']",56,"{'Math': 71, 'Science': 96, 'English': 60, 'Social Science': 82, 'Computer Science': 62, 'Economics': 67, 'History': 91}","['Lawyer', 'Writer', 'Artist', 'Entrepreneur', 'Doctor']",0.5,T016,P0614,At Risk
S0615,Andrea Herrera,10,7,Female,"['Data Scientist', 'Lawyer', 'Doctor']","['Social Science', 'Science', 'English']","['Economics', 'Math', 'History', 'Computer Science']",48,"{'Math': 72, 'Science': 55, 'English': 81, 'Social Science': 68, 'Computer Science': 56, 'Economics': 81, 'History': 97}","['Lawyer', 'Teacher', 'Pilot', 'Writer', 'Entrepreneur']",0.45,T008,P0615,At Risk
S0616,Carolyn Thornton,10,1,Female,['Engineer'],"['English', 'Economics', 'Computer Science']","['Social Science', 'Math', 'History', 'Science']",64,"{'Math': 84, 'Science': 92, 'English': 81, 'Social Science': 95, 'Computer Science': 93, 'Economics': 76, 'History': 89}","['Pilot', 'Writer', 'Doctor', 'Data Scientist', 'Scientist']",0.45,T027,P0616,At Risk
S0617,Benjamin Glenn,12,3,Female,"['Pilot', 'Artist', 'Data Scientist']","['Social Science', 'English', 'History']","['Economics', 'Math', 'Computer Science', 'Science']",62,"{'Math': 57, 'Science': 97, 'English': 91, 'Social Science': 60, 'Computer Science': 95, 'Economics': 86, 'History': 90}","['Engineer', 'Artist', 'Entrepreneur', 'Data Scientist', 'Scientist']",0.79,T015,P0617,Normal
S0618,Stacey Burton,12,1,Male,"['Teacher', 'Data Scientist', 'Entrepreneur']","['Social Science', 'History', 'Math']","['Science', 'Economics', 'Computer Science', 'English']",64,"{'Math': 73, 'Science': 90, 'English': 86, 'Social Science': 70, 'Computer Science': 79, 'Economics': 89, 'History': 63}","['Teacher', 'Engineer', 'Writer', 'Artist', 'Pilot']",0.37,T004,P0618,At Risk
S0619,Tammy Harrell,11,3,Male,"['Scientist', 'Writer', 'Teacher']","['History', 'Science']","['Math', 'English', 'Social Science', 'Computer Science', 'Economics']",82,"{'Math': 81, 'Science': 93, 'English': 72, 'Social Science': 75, 'Computer Science': 78, 'Economics': 95, 'History': 61}","['Entrepreneur', 'Writer', 'Scientist', 'Engineer', 'Artist']",0.59,T015,P0619,Normal
S0620,Austin Williams,11,8,Male,['Scientist'],"['Math', 'Computer Science']","['Science', 'English', 'Social Science', 'Economics', 'History']",77,"{'Math': 76, 'Science': 84, 'English': 96, 'Social Science': 66, 'Computer Science': 98, 'Economics': 61, 'History': 79}","['Scientist', 'Teacher', 'Writer', 'Engineer', 'Entrepreneur']",0.22,T008,P0620,At Risk
S0621,Tracy Chavez,10,10,Male,"['Teacher', 'Scientist', 'Doctor']","['Computer Science', 'Science']","['Math', 'English', 'Social Science', 'Economics', 'History']",41,"{'Math': 65, 'Science': 91, 'English': 95, 'Social Science': 85, 'Computer Science': 98, 'Economics': 60, 'History': 78}","['Teacher', 'Scientist', 'Artist', 'Writer', 'Engineer']",0.56,T024,P0621,At Risk
S0622,David Pham,10,3,Female,"['Artist', 'Entrepreneur', 'Data Scientist']","['Math', 'History']","['Science', 'English', 'Social Science', 'Computer Science', 'Economics']",68,"{'Math': 68, 'Science': 91, 'English': 84, 'Social Science': 84, 'Computer Science': 70, 'Economics': 98, 'History': 93}","['Artist', 'Data Scientist', 'Pilot', 'Lawyer', 'Entrepreneur']",0.29,T020,P0622,At Risk
S0623,Mary Castro,11,3,Male,"['Engineer', 'Doctor']","['Math', 'Economics', 'Social Science']","['Science', 'History', 'Computer Science', 'English']",74,"{'Math': 88, 'Science': 85, 'English': 79, 'Social Science': 59, 'Computer Science': 81, 'Economics': 71, 'History': 100}","['Engineer', 'Writer', 'Doctor', 'Artist', 'Scientist']",0.85,T002,P0623,Normal
S0624,Jessica Woodward,11,7,Male,"['Scientist', 'Writer']","['Economics', 'Social Science', 'History']","['Science', 'Math', 'Computer Science', 'English']",63,"{'Math': 62, 'Science': 61, 'English': 64, 'Social Science': 71, 'Computer Science': 92, 'Economics': 62, 'History': 65}","['Scientist', 'Entrepreneur', 'Data Scientist', 'Engineer', 'Artist']",0.37,T004,P0624,At Risk
S0625,Karen Mcneil,11,2,Female,"['Pilot', 'Artist', 'Lawyer']","['English', 'Economics']","['Math', 'Science', 'Social Science', 'Computer Science', 'History']",78,"{'Math': 83, 'Science': 76, 'English': 83, 'Social Science': 99, 'Computer Science': 71, 'Economics': 91, 'History': 72}","['Doctor', 'Data Scientist', 'Writer', 'Lawyer', 'Pilot']",0.22,T029,P0625,At Risk
S0626,Keith Walters,11,10,Female,"['Lawyer', 'Teacher', 'Data Scientist']","['Economics', 'English', 'Social Science']","['Math', 'History', 'Computer Science', 'Science']",49,"{'Math': 100, 'Science': 83, 'English': 98, 'Social Science': 73, 'Computer Science': 64, 'Economics': 99, 'History': 63}","['Teacher', 'Lawyer', 'Scientist', 'Data Scientist', 'Entrepreneur']",0.38,T028,P0626,At Risk
S0627,Colleen Goodwin,10,10,Female,['Teacher'],['English'],"['Math', 'Science', 'Social Science', 'Computer Science', 'Economics', 'History']",62,"{'Math': 78, 'Science': 87, 'English': 88, 'Social Science': 80, 'Computer Science': 85, 'Economics': 94, 'History': 65}","['Data Scientist', 'Writer', 'Entrepreneur', 'Lawyer', 'Teacher']",0.5,T030,P0627,At Risk
S0628,Michael Sutton,12,3,Female,['Pilot'],"['Math', 'Economics']","['Science', 'English', 'Social Science', 'Computer Science', 'History']",57,"{'Math': 59, 'Science': 76, 'English': 69, 'Social Science': 74, 'Computer Science': 68, 'Economics': 69, 'History': 64}","['Teacher', 'Engineer', 'Artist', 'Data Scientist', 'Pilot']",0.56,T030,P0628,Normal
S0629,Stephanie Pratt,9,9,Male,"['Artist', 'Entrepreneur', 'Doctor']","['Economics', 'Math']","['Science', 'English', 'Social Science', 'Computer Science', 'History']",95,"{'Math': 76, 'Science': 87, 'English': 59, 'Social Science': 72, 'Computer Science': 90, 'Economics': 89, 'History': 89}","['Engineer', 'Doctor', 'Pilot', 'Lawyer', 'Scientist']",0.4,T009,P0629,At Risk
S0630,Jacqueline Elliott,10,4,Male,"['Pilot', 'Data Scientist', 'Doctor']","['English', 'Computer Science', 'History']","['Economics', 'Social Science', 'Math', 'Science']",53,"{'Math': 60, 'Science': 67, 'English': 59, 'Social Science': 63, 'Computer Science': 88, 'Economics': 74, 'History': 58}","['Artist', 'Teacher', 'Pilot', 'Writer', 'Doctor']",0.62,T026,P0630,Normal
S0631,Carrie George,9,6,Male,['Pilot'],['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",78,"{'Math': 60, 'Science': 85, 'English': 67, 'Social Science': 61, 'Computer Science': 89, 'Economics': 92, 'History': 68}","['Pilot', 'Lawyer', 'Doctor', 'Writer', 'Artist']",0.88,T004,P0631,Normal
S0632,Alicia Hobbs,12,4,Female,['Lawyer'],"['Computer Science', 'English']","['Math', 'Science', 'Social Science', 'Economics', 'History']",58,"{'Math': 86, 'Science': 95, 'English': 66, 'Social Science': 76, 'Computer Science': 87, 'Economics': 85, 'History': 87}","['Lawyer', 'Teacher', 'Artist', 'Data Scientist', 'Scientist']",0.74,T017,P0632,Normal
S0633,Christopher Mitchell,11,8,Male,['Pilot'],['English'],"['Math', 'Science', 'Social Science', 'Computer Science', 'Economics', 'History']",83,"{'Math': 87, 'Science': 85, 'English': 86, 'Social Science': 65, 'Computer Science': 66, 'Economics': 59, 'History': 82}","['Lawyer', 'Engineer', 'Pilot', 'Data Scientist', 'Entrepreneur']",0.74,T027,P0633,Normal
S0634,Johnny Grimes,10,4,Male,['Artist'],"['Computer Science', 'English']","['Math', 'Science', 'Social Science', 'Economics', 'History']",53,"{'Math': 75, 'Science': 88, 'English': 85, 'Social Science': 61, 'Computer Science': 98, 'Economics': 74, 'History': 94}","['Teacher', 'Data Scientist', 'Entrepreneur', 'Engineer', 'Scientist']",0.81,T026,P0634,Normal
S0635,Shelby Cervantes,10,3,Male,"['Writer', 'Pilot']","['Computer Science', 'Social Science', 'English']","['Economics', 'Math', 'History', 'Science']",61,"{'Math': 69, 'Science': 71, 'English': 85, 'Social Science': 74, 'Computer Science': 78, 'Economics': 64, 'History': 74}","['Entrepreneur', 'Teacher', 'Pilot', 'Data Scientist', 'Artist']",0.64,T025,P0635,Normal
S0636,Jennifer Grant,12,1,Female,['Scientist'],"['Economics', 'Science']","['Math', 'English', 'Social Science', 'Computer Science', 'History']",85,"{'Math': 84, 'Science': 72, 'English': 56, 'Social Science': 100, 'Computer Science': 67, 'Economics': 68, 'History': 97}","['Lawyer', 'Teacher', 'Entrepreneur', 'Doctor', 'Data Scientist']",0.54,T013,P0636,Normal
S0637,Jonathan Vega,11,9,Male,['Teacher'],"['Social Science', 'English', 'Math']","['Economics', 'History', 'Computer Science', 'Science']",100,"{'Math': 59, 'Science': 70, 'English': 65, 'Social Science': 75, 'Computer Science': 85, 'Economics': 92, 'History': 85}","['Doctor', 'Scientist', 'Pilot', 'Engineer', 'Data Scientist']",0.98,T019,P0637,Normal
S0638,Emily Caldwell,12,1,Male,['Entrepreneur'],"['Computer Science', 'English']","['Math', 'Science', 'Social Science', 'Economics', 'History']",89,"{'Math': 83, 'Science': 73, 'English': 62, 'Social Science': 85, 'Computer Science': 63, 'Economics': 59, 'History': 75}","['Scientist', 'Data Scientist', 'Writer', 'Lawyer', 'Pilot']",0.65,T018,P0638,Normal
S0639,Jennifer Walker,9,8,Male,"['Teacher', 'Writer']","['English', 'Computer Science', 'Economics']","['Social Science', 'Math', 'History', 'Science']",87,"{'Math': 73, 'Science': 99, 'English': 56, 'Social Science': 63, 'Computer Science': 59, 'Economics': 99, 'History': 100}","['Entrepreneur', 'Teacher', 'Pilot', 'Writer', 'Engineer']",0.35,T015,P0639,At Risk
S0640,Morgan Ward,10,8,Female,"['Artist', 'Lawyer']","['Computer Science', 'Economics']","['Math', 'Science', 'English', 'Social Science', 'History']",91,"{'Math': 56, 'Science': 63, 'English': 62, 'Social Science': 96, 'Computer Science': 81, 'Economics': 82, 'History': 80}","['Pilot', 'Doctor', 'Writer', 'Lawyer', 'Data Scientist']",0.21,T014,P0640,At Risk
